热门,#genre#
发现之旅,https://hlszymgsplive.miguvideo.com:443/wd_r3/cnr/faxianzhilv/1000/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699004&netType=0&sid=5500212893&pid=2028597139&timestamp=20250503100233&Channel_ID=0131_10010001005&ProgramID=624878970&ParentNodeID=-99&assertID=5500212893&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100233&promotionId=&mvid=5100001701&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=3cb6d4e6b0e3ace0e17bcb271bc2e304&sv=10000&ct=h5
中学生,https://hlszymgsplive.miguvideo.com:443/migu/kailu/20210415/cctvzhongxuesheng/50/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699004&netType=0&sid=5910019355&pid=2028597139&timestamp=20250503100237&Channel_ID=0131_10010001005&ProgramID=708869532&ParentNodeID=-99&assertID=5910019355&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100237&promotionId=&mvid=5900002149&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=81a597e23800fab24b843786041aee3b&sv=10000&ct=h5
CGTN,https://hlszymgsplive.miguvideo.com:443/envivo_x/2018/SD/cctvnews/1000/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699004&netType=0&sid=2202196407&pid=2028597139&timestamp=20250503100240&Channel_ID=0131_10010001005&ProgramID=609017205&ParentNodeID=-99&assertID=2202196407&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100240&promotionId=&mvid=2202196407&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=9d2e89e897ce18ebc01ba3707234987a&sv=10000&ct=h5
卫视,#genre#
江苏卫视,https://hlszymgsplive.miguvideo.com:443/wd_r2/cctv/jiangsuhd/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5500199408&pid=2028597139&timestamp=20250503100246&Channel_ID=0131_10010001005&ProgramID=623899368&ParentNodeID=-99&assertID=5500199408&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100246&promotionId=&mvid=5100156802&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=7f8e02ce5df3fbd259d5bdf5eb7a1802&sv=10000&ct=h5
广东卫视,https://hlszymgsplive.miguvideo.com:443/ws_w/2018/gdws/gdws711/1000/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699054&netType=0&sid=2202428795&pid=2028597139&timestamp=20250503100249&Channel_ID=0131_10010001005&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100249&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=24c07be7daad9024a0c0da21f9a7ddd9&sv=10000&ct=h5
江西卫视,https://hlszymgsplive.miguvideo.com:443/migu/kailu/jxwshd/50/20190820/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=600633&netType=0&sid=5910021492&pid=2028597139&timestamp=20250503100253&Channel_ID=0131_10010001005&ProgramID=783847495&ParentNodeID=-99&assertID=5910021492&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100253&promotionId=&mvid=5900004351&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=4c1812fd1c98bb150fdd172eeaf89c6b&sv=10000&ct=h5
河南卫视,https://hlszymgsplive.miguvideo.com:443/wd-henanwssd-600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=600633&netType=0&sid=5910021585&pid=2028597139&timestamp=20250503100256&Channel_ID=0131_10010001005&ProgramID=790187291&ParentNodeID=-99&assertID=5910021585&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100256&promotionId=&mvid=5900005706&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=b7880079f733410aeebec55bd1b93c37&sv=10000&ct=h5
陕西卫视,https://hlszymgsplive.miguvideo.com:443/migu/kailu/shan3xiws/50/20220809/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=600633&netType=0&sid=5910020475&pid=2028597139&timestamp=20250503100259&Channel_ID=0131_10010001005&ProgramID=738910838&ParentNodeID=-99&assertID=5910020475&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100259&promotionId=&mvid=5900004331&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=be2f165ad053a70898a70c1171d52699&sv=10000&ct=h5
大湾区卫视,https://hlszymgsplive.miguvideo.com:443/wd_r3/2018/nfmedia/nfws/1000/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699054&netType=0&sid=2200322852&pid=2028597139&timestamp=20250503100302&Channel_ID=0131_10010001005&ProgramID=608917627&ParentNodeID=-99&assertID=2200322852&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100302&promotionId=&mvid=2200322852&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=8442495e474fb6b104b967b6c5d4fefa&sv=10000&ct=h5
湖北卫视,https://hlszymgsplive.miguvideo.com:443/wd_r2/2018/ocn/hubeiwshd/1000/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=600633&netType=0&sid=5910022163&pid=2028597139&timestamp=20250503100306&Channel_ID=0131_10010001005&ProgramID=947472496&ParentNodeID=-99&assertID=5910022163&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100306&promotionId=&mvid=5900004355&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=f504195faf6d1914b765b29ec17a470c&sv=10000&ct=h5
吉林卫视,https://hlszymgsplive.miguvideo.com:443/envivo_v/2018/SD/jilin/1000/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=600633&netType=0&sid=5910022164&pid=2028597139&timestamp=20250503100309&Channel_ID=0131_10010001005&ProgramID=947472500&ParentNodeID=-99&assertID=5910022164&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100309&promotionId=&mvid=5900004357&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=d26c7545919283214b952e8e2a0f761a&sv=10000&ct=h5
青海卫视,https://hlszymgsplive.miguvideo.com:443/envivo_w/2018/SD/qinghai/1000/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=600633&netType=0&sid=5910022166&pid=2028597139&timestamp=20250503100312&Channel_ID=0131_10010001005&ProgramID=947472506&ParentNodeID=-99&assertID=5910022166&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100312&promotionId=&mvid=5900004353&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=8dd61faa41de7f70f3db09a375c2efb3&sv=10000&ct=h5
海南卫视,https://hlszymgsplive.miguvideo.com:443/envivo_x/SD/lvyou/711/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=600633&netType=0&sid=5910022165&pid=2028597139&timestamp=20250503100319&Channel_ID=0131_10010001005&ProgramID=947472502&ParentNodeID=-99&assertID=5910022165&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100319&promotionId=&mvid=5900004359&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=50ef50af8ad2e5e862ed37b3529a4800&sv=10000&ct=h5
地方,#genre#
上海新闻综合,https://hlszymgsplive.miguvideo.com:443/wd_r4/dfl/xinwenzonghehd/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699212&netType=0&sid=5500002275&pid=2028597139&timestamp=20250503100326&Channel_ID=0131_10010001005&ProgramID=651632657&ParentNodeID=-99&assertID=5500002275&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100326&promotionId=&mvid=5100001716&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=89486659d5a547c24217be46255bae84&sv=10000&ct=h5
上视东方影视,https://hlszymgsplive.miguvideo.com:443/wd_r4/dfl/dianshijuhd/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699212&netType=0&sid=5500002274&pid=2028597139&timestamp=20250503100329&Channel_ID=0131_10010001005&ProgramID=617290047&ParentNodeID=-99&assertID=5500002274&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100329&promotionId=&mvid=5100001715&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=026d850c248a98787a2390b6f5a3f773&sv=10000&ct=h5
上海第一财经,https://hlszymgsplive.miguvideo.com:443/wd_r1/2018/bestv/dycj/1000/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699212&netType=0&sid=2201008312&pid=2028597139&timestamp=20250503100332&Channel_ID=0131_10010001005&ProgramID=608780988&ParentNodeID=-99&assertID=2201008312&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100332&promotionId=&mvid=2201008312&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=5e46904e9b032d0528503582b65db6c2&sv=10000&ct=h5
南京新闻综合频道,https://hlszymgsplive.miguvideo.com:443/migu/kailu/nanjingxwzh/50/20230719/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5910021863&pid=2028597139&timestamp=20250503100336&Channel_ID=0131_10010001005&ProgramID=838109047&ParentNodeID=-99&assertID=5910021863&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100336&promotionId=&mvid=5900006203&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=8d1915adbd64019758767031221fd0d5&sv=10000&ct=h5
南京教科频道,https://hlszymgsplive.miguvideo.com:443/migu/kailu/nanjingkj/50/20230719/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5910021865&pid=2028597139&timestamp=20250503100341&Channel_ID=0131_10010001005&ProgramID=838153729&ParentNodeID=-99&assertID=5910021865&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100341&promotionId=&mvid=5900006205&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=6029d3dc1b16acd97515357f6553c327&sv=10000&ct=h5
南京十八频道,https://hlszymgsplive.miguvideo.com:443/migu/kailu/nanjingsb/50/20230719/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5910021864&pid=2028597139&timestamp=20250503100344&Channel_ID=0131_10010001005&ProgramID=838151753&ParentNodeID=-99&assertID=5910021864&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100344&promotionId=&mvid=5900006207&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=840385911c6aa34372b8e92ffa917e6d&sv=10000&ct=h5
体育休闲频道,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/jstiyu/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5500260554&pid=2028597139&timestamp=20250503100347&Channel_ID=0131_10010001005&ProgramID=626064707&ParentNodeID=-99&assertID=5500260554&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100347&promotionId=&mvid=5100186459&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=6a3dff57acb70362a2d4aa1f309527c6&sv=10000&ct=h5
江苏城市频道,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/jschengshi/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5500260508&pid=2028597139&timestamp=20250503100351&Channel_ID=0131_10010001005&ProgramID=626064714&ParentNodeID=-99&assertID=5500260508&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100351&promotionId=&mvid=5100186409&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=0144dbcf66b52379cdf2a431c064be37&sv=10000&ct=h5
江苏国际,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/jsguoji/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5500260577&pid=2028597139&timestamp=20250503100354&Channel_ID=0131_10010001005&ProgramID=626064674&ParentNodeID=-99&assertID=5500260577&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100354&promotionId=&mvid=5100186482&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=b1008df5521ea10917e3b58a72698cb7&sv=10000&ct=h5
江苏教育,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/jsjiaoyu/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5500287493&pid=2028597139&timestamp=20250503100358&Channel_ID=0131_10010001005&ProgramID=628008321&ParentNodeID=-99&assertID=5500287493&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100358&promotionId=&mvid=5101012819&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=7572aab5edb7d6bbfe90c58ead7d0744&sv=10000&ct=h5
江苏影视频道,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/jsyingshi/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5500260517&pid=2028597139&timestamp=20250503100401&Channel_ID=0131_10010001005&ProgramID=626064697&ParentNodeID=-99&assertID=5500260517&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100401&promotionId=&mvid=5100186424&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=e51df63f0e0c7d7fd1cee40bcc8b3a88&sv=10000&ct=h5
江苏综艺频道,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/jszongyi/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5500260513&pid=2028597139&timestamp=20250503100405&Channel_ID=0131_10010001005&ProgramID=626065193&ParentNodeID=-99&assertID=5500260513&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100405&promotionId=&mvid=5100186420&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=392b7967a3dac7d5a21cb2c70ab52382&sv=10000&ct=h5
公共新闻频道,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/jsgonggong/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5500260520&pid=2028597139&timestamp=20250503100408&Channel_ID=0131_10010001005&ProgramID=626064693&ParentNodeID=-99&assertID=5500260520&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100408&promotionId=&mvid=5100186429&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=251d74428276ef7eafb0040ee4eab70b&sv=10000&ct=h5
淮安新闻综合,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/haxinwenzonghe/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5500469363&pid=2028597139&timestamp=20250503100411&Channel_ID=0131_10010001005&ProgramID=639731826&ParentNodeID=-99&assertID=5500469363&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100411&promotionId=&mvid=5102012618&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=6c9b3687fc699acee1618235447411cd&sv=10000&ct=h5
泰州新闻综合,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/tzxinwenzonghe/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5500469354&pid=2028597139&timestamp=20250503100415&Channel_ID=0131_10010001005&ProgramID=639731818&ParentNodeID=-99&assertID=5500469354&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100415&promotionId=&mvid=5102012615&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=62fe5c1c004a0b13abfd851f1cdf2112&sv=10000&ct=h5
连云港新闻综合,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/lygxinwenzonghe/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5500469369&pid=2028597139&timestamp=20250503100418&Channel_ID=0131_10010001005&ProgramID=639731715&ParentNodeID=-99&assertID=5500469369&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100418&promotionId=&mvid=5102012621&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=9d25ac03e30af3c5a91f00310f4b3038&sv=10000&ct=h5
徐州新闻综合,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/xzxinwenzonghe/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5500469368&pid=2028597139&timestamp=20250503100425&Channel_ID=0131_10010001005&ProgramID=639731747&ParentNodeID=-99&assertID=5500469368&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100425&promotionId=&mvid=5102012620&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=5ed96625bf5f012789eb54cb1947f40e&sv=10000&ct=h5
优漫卡通频道,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/ymkt/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5500260553&pid=2028597139&timestamp=20250503100429&Channel_ID=0131_10010001005&ProgramID=626064703&ParentNodeID=-99&assertID=5500260553&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100429&promotionId=&mvid=5100186455&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=f407dfa2c8c7cdebbeb254789730ac7b&sv=10000&ct=h5
影视,#genre#
CCTV1综合,https://hlszymgsplive.miguvideo.com:443/wd_r2/cctv/cctv1hd/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20250503100432&Channel_ID=0131_10010001005&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100432&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=dcbceed7a353bab82f40e62d21c683fa&sv=10000&ct=h5
CCTV6电影,https://hlszymgsplive.miguvideo.com:443/wd_r2/2018/ocn/cctv6hd/1000/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699004&netType=0&sid=5500212872&pid=2028597139&timestamp=20250503100435&Channel_ID=0131_10010001005&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100435&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=d3144dcaf9d8532844917768bb85a594&sv=10000&ct=h5
CCTV8电视剧,https://hlszymgsplive.miguvideo.com:443/wd_r2/2018/ocn/cctv8hd/1000/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699004&netType=0&sid=5500212868&pid=2028597139&timestamp=20250503100438&Channel_ID=0131_10010001005&ProgramID=624878356&ParentNodeID=-99&assertID=5500212868&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100438&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=d783109b4c6a1d27105ae9ce29614eb6&sv=10000&ct=h5
江苏卫视,https://hlszymgsplive.miguvideo.com:443/wd_r2/cctv/jiangsuhd/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5500199408&pid=2028597139&timestamp=20250503100446&Channel_ID=0131_10010001005&ProgramID=623899368&ParentNodeID=-99&assertID=5500199408&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100446&promotionId=&mvid=5100156802&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=c7221bc7e48d114ba9236a22e38fdce2&sv=10000&ct=h5
中国航天“逆袭”之路,https://hlszymgsplive.miguvideo.com:443/wd-virtuallive5100002089-75/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=800033&netType=0&sid=5500002717&pid=2028597139&timestamp=20250503100449&Channel_ID=0131_10010001005&ProgramID=617432318&ParentNodeID=-99&assertID=5500002717&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100449&promotionId=&mvid=5100002089&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=ba680846c5ec0fa69b20d95dfdf1dde5&sv=10000&ct=h5
新片放映厅,https://hlszymgsplive.miguvideo.com:443/wd-virtuallive5100030975-75/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=800033&netType=0&sid=5500035175&pid=2028597139&timestamp=20250503100453&Channel_ID=0131_10010001005&ProgramID=619495952&ParentNodeID=-99&assertID=5500035175&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100453&promotionId=&mvid=5100030975&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=c5850dc8233e109d6ec994261208f504&sv=10000&ct=h5
CHC影迷电影,https://hlszymgsplive.miguvideo.com:443/migu/kailu/chcymdy/50/20250415/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699004&netType=0&sid=5910022176&pid=2028597139&timestamp=20250503100456&Channel_ID=0131_10010001005&ProgramID=952383261&ParentNodeID=-99&assertID=5910022176&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100456&promotionId=&mvid=5900006704&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=e110b3b0ffe3d9101b2f76436e12f141&sv=10000&ct=h5
高清大片,https://hlszymgsplive.miguvideo.com:443/wd_r3/cctv/gaoqingdapian/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699004&netType=0&sid=5500315684&pid=2028597139&timestamp=20250503100509&Channel_ID=0131_10010001005&ProgramID=629943678&ParentNodeID=-99&assertID=5500315684&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100509&promotionId=&mvid=5101034200&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=4eebb30bd2de152cfd44362c3b5c9dcb&sv=10000&ct=h5
南方影视,https://hlszymgsplive.miguvideo.com:443/wd_r1/2018/nfmedia/nfys/1000/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699054&netType=0&sid=2206173738&pid=2028597139&timestamp=20250503100513&Channel_ID=0131_10010001005&ProgramID=614961829&ParentNodeID=-99&assertID=2206173738&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100513&promotionId=&mvid=2206173738&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=4fee1ca956d58b1a7a34f9dc2cb28003&sv=10000&ct=h5
